Title,Company,City,Salary
PMO Analyst,CureMD Healthcare,Lahore,
Project Manager,UDHC Lahore,Lahore,
Senior Business Analyst,Adal Fintech (Pvt) Ltd.,Lahore,
"Power Market Analyst - Dubai, UAE",Cobblestone Energy.,Lahore,
Senior Software Developer (SQL Server + VB.NET),Contour Software,Lahore,
Business Analyst (CRM & ERP Implementations),FAIRCHANCE FOR CRM,Lahore,
Business Analyst (CRM & ERP Implementations),FAIRCHANCE FOR CRM,Lahore,
Senior Product Designer / UX Engineer (AI & EdTech),Aqovia,Lahore,
Senior Technical Business Analyst - LMS/EdTech,Aqovia,Lahore,
QA Automation and Performance Engineer,Nevka software solutions,Lahore,
Lead GRC Analyst,Contour Software,Lahore,
HIS Implementation Manager,Pukat Technology Pvt Ltd,Lahore,
Senior Business Analyst (AI & EdTech),Aqovia,Lahore,
Project Manager / Product Owner – US Healthcare,Prima Systems,Lahore,
Principal/Staff Machine Learning Engineer (Generative AI + LLM),10Pearls,Lahore,
Senior Full Stack Developer,Contour Software,Lahore,
Senior Product Manager - Cybersecurity Solutions,SparkAI,Lahore,
Project Manager,UDHC Lahore,Lahore,
Senior Business Analyst,Adal Fintech (Pvt) Ltd.,Lahore,
"Power Market Analyst - Dubai, UAE",Cobblestone Energy.,Lahore,
Senior Software Developer (SQL Server + VB.NET),Contour Software,Lahore,
Senior Product Designer / UX Engineer (AI & EdTech),Aqovia,Lahore,
Business Analyst (CRM & ERP Implementations),FAIRCHANCE FOR CRM,Lahore,
Business Analyst (CRM & ERP Implementations),FAIRCHANCE FOR CRM,Lahore,
Senior Technical Business Analyst - LMS/EdTech,Aqovia,Lahore,
Lead GRC Analyst,Contour Software,Lahore,
QA Automation and Performance Engineer,Nevka software solutions,Lahore,
Senior Business Analyst (AI & EdTech),Aqovia,Lahore,
Project Manager / Product Owner – US Healthcare,Prima Systems,Lahore,
HIS Implementation Manager,Pukat Technology Pvt Ltd,Lahore,
Principal/Staff Machine Learning Engineer (Generative AI + LLM),10Pearls,Lahore,
Senior Full Stack Developer,Contour Software,Lahore,
Senior Product Manager - Cybersecurity Solutions,SparkAI,Lahore,
Project Manager,UDHC Lahore,Lahore,
Senior Business Analyst,Adal Fintech (Pvt) Ltd.,Lahore,
"Power Market Analyst - Dubai, UAE",Cobblestone Energy.,Lahore,
Senior Software Developer (SQL Server + VB.NET),Contour Software,Lahore,
Business Analyst (CRM & ERP Implementations),FAIRCHANCE FOR CRM,Lahore,
Senior Product Designer / UX Engineer (AI & EdTech),Aqovia,Lahore,
Senior Technical Business Analyst - LMS/EdTech,Aqovia,Lahore,
QA Automation and Performance Engineer,Nevka software solutions,Lahore,
QA Automation and Performance Engineer,Nevka software solutions,Lahore,
Lead GRC Analyst,Contour Software,Lahore,
HIS Implementation Manager,Pukat Technology Pvt Ltd,Lahore,
Senior Business Analyst (AI & EdTech),Aqovia,Lahore,
Project Manager / Product Owner – US Healthcare,Prima Systems,Lahore,
Principal/Staff Machine Learning Engineer (Generative AI + LLM),10Pearls,Lahore,
Senior Full Stack Developer,Contour Software,Lahore,
Senior Product Manager - Cybersecurity Solutions,SparkAI,Lahore,
Project Manager,UDHC Lahore,Lahore,
Senior Business Analyst,Adal Fintech (Pvt) Ltd.,Lahore,
"Power Market Analyst - Dubai, UAE",Cobblestone Energy.,Lahore,
Senior Software Developer (SQL Server + VB.NET),Contour Software,Lahore,
Business Analyst (CRM & ERP Implementations),FAIRCHANCE FOR CRM,Lahore,
Senior Technical Business Analyst - LMS/EdTech,Aqovia,Lahore,
Senior Product Designer / UX Engineer (AI & EdTech),Aqovia,Lahore,
Lead GRC Analyst,Contour Software,Lahore,
Lead GRC Analyst,Contour Software,Lahore,
QA Automation and Performance Engineer,Nevka software solutions,Lahore,
Senior Business Analyst (AI & EdTech),Aqovia,Lahore,
Project Manager / Product Owner – US Healthcare,Prima Systems,Lahore,
HIS Implementation Manager,Pukat Technology Pvt Ltd,Lahore,
Principal/Staff Machine Learning Engineer (Generative AI + LLM),10Pearls,Lahore,
Senior Full Stack Developer,Contour Software,Lahore,
Senior Product Manager - Cybersecurity Solutions,SparkAI,Lahore,
MS Excel Data Analyst,Curated Cloud Consulting Company,Karachi,
Data Analyst,Resource Linked private limited,Karachi,
Data Analyst,OD Pakistan,Karachi,
Remote Data Analyst,Qureos Inc,Karachi,
WFH Data Analyst,Qureos Inc,Karachi,
Data Analyst,Qureos Inc,Karachi,
Senior Data Analyst,ART,Karachi,
Data & Reporting Analyst,PwC,Karachi,
Data & Reporting Analyst,PwC,Karachi,
Data Analyst – Business Intelligence & Data Reporting Specialist,Qureos Inc,Karachi,
Data Analyst / Data Scientist,Qureos Inc,Karachi,
Data Analyst - Power Bi Specialist (For Automative Industry - Motorcycle Spareparts),SAZ Enterprises,Karachi,
Custom Clearance Data Analyst,MAALBARDAAR PVT LTD,Karachi,
Data Analyst (Marketing),foodpanda,Karachi,
Academic Research Writer – Data Analytics / Actuarial Science / Statistics,EccentricOne,Karachi,
Data Engineer,Dolphin Insights,Karachi,
Customer Support Analyst (L1),Contour Software,Karachi,
Quality & Performance Analyst,Virtuosoft,Karachi Gulshan-E-Iqbal,
Senior Product Analyst,VIDIZMO LLC,Karachi,
"Power Market Analyst - Dubai, UAE",Cobblestone Energy.,Karachi,
"Power Market Analyst - Dubai, UAE",Cobblestone Energy.,Karachi,
Quality Assurance / Sales Analyst (US Retail – CCTV & Sales Monitoring),Expert BOS,Karachi,
Software Architect - Fullstack - Afternoon Shift,10Pearls,Karachi,
Systems Analyst & Integration Specialist,Virtuosoft,Karachi Gulshan-E-Iqbal,
SOC Engineer,Mobiz,Karachi,
Senior Technical Business Analyst,VIDIZMO LLC,Karachi,
Dot Net Developer (Mid Level),LN Technologies,Karachi Gulshan-E-Iqbal,
Product Owner,VIDIZMO LLC,Karachi,
DotnetCore Developer (Senior to Lead Level),LN Technologies,Karachi Gulshan-E-Iqbal,
Solution Architect,Datamatics Technologies,Karachi,
NOC Manager,Mobiz,Karachi,
Senior Software Consultant - Databricks / Snowflake - Afternoon,10Pearls,Karachi,
Customer Support Analyst (L1),Contour Software,Karachi,
Senior Product Analyst,VIDIZMO LLC,Karachi,
Quality & Performance Analyst,Virtuosoft,Karachi Gulshan-E-Iqbal,
"Power Market Analyst - Dubai, UAE",Cobblestone Energy.,Karachi,
Quality Assurance / Sales Analyst (US Retail – CCTV & Sales Monitoring),Expert BOS,Karachi,
SOC Engineer,Mobiz,Karachi,
SOC Engineer,Mobiz,Karachi,
Software Architect - Fullstack - Afternoon Shift,10Pearls,Karachi,
Systems Analyst & Integration Specialist,Virtuosoft,Karachi Gulshan-E-Iqbal,
Senior Technical Business Analyst,VIDIZMO LLC,Karachi,
Dot Net Developer (Mid Level),LN Technologies,Karachi Gulshan-E-Iqbal,
Product Owner,VIDIZMO LLC,Karachi,
DotnetCore Developer (Senior to Lead Level),LN Technologies,Karachi Gulshan-E-Iqbal,
Solution Architect,Datamatics Technologies,Karachi,
NOC Manager,Mobiz,Karachi,
Senior Software Consultant - Databricks / Snowflake - Afternoon,10Pearls,Karachi,
Senior Data Engineer,NorthBay Solutions,Islamabad,
SOC Analyst L1,Zones,Islamabad,
Project Coordinator,Metavystic,Islamabad,
Technical Product Manager,GRID Systems (PVT) Ltd.,Islamabad,
Sr. Business Analyst II,Pakistan Single Window,Islamabad,
Quality Assurance and Test Analyst,Stella Technology,Islamabad,
Senior .NET Engineer,Ciklum,Islamabad,
Product Analytics Partner,9D Technologies & Imagination AI,Rawalpindi,
Senior Credit Analyst – MI & Reporting,Magna Foodservice Limited,Islamabad,
Senior Power BI Developer– Financial & Operational Dashboards,Provox Global Solutions,Islamabad,
Senior Backend Developer,AutoScale Ventures,Islamabad,
Senior Backend Developer,AutoScale Ventures,Islamabad,
Systems & Operations Manager,AIO App Inc,Islamabad,
GRC Associate,AIO App Inc,Islamabad,
IAM Security Analyst,Zones,Islamabad,
Sr. Oracle Developer,Sequel Technologies,Rawalpindi,
Systems Analyst,Alhazen Technologies,Islamabad,
Senior Data Engineer,NorthBay Solutions,Islamabad,
Project Coordinator,Metavystic,Islamabad,
Quality Assurance and Test Analyst,Stella Technology,Islamabad,
Sr. Business Analyst II,Pakistan Single Window,Islamabad,
Technical Product Manager,GRID Systems (PVT) Ltd.,Islamabad,
Senior .NET Engineer,Ciklum,Islamabad,
Product Analytics Partner,9D Technologies & Imagination AI,Rawalpindi,
Senior Power BI Developer– Financial & Operational Dashboards,Provox Global Solutions,Islamabad,
Senior Power BI Developer– Financial & Operational Dashboards,Provox Global Solutions,Islamabad,
Senior Credit Analyst – MI & Reporting,Magna Foodservice Limited,Islamabad,
Senior Backend Developer,AutoScale Ventures,Islamabad,
Systems & Operations Manager,AIO App Inc,Islamabad,
IAM Security Analyst,Zones,Islamabad,
GRC Associate,AIO App Inc,Islamabad,
Sr. Oracle Developer,Sequel Technologies,Rawalpindi,
Systems Analyst,Alhazen Technologies,Islamabad,
Senior Data Engineer,NorthBay Solutions,Islamabad,
Project Coordinator,Metavystic,Islamabad,
Quality Assurance and Test Analyst,Stella Technology,Islamabad,
Sr. Business Analyst II,Pakistan Single Window,Islamabad,
Technical Product Manager,GRID Systems (PVT) Ltd.,Islamabad,
Senior .NET Engineer,Ciklum,Islamabad,
Product Analytics Partner,9D Technologies & Imagination AI,Rawalpindi,
Senior Power BI Developer– Financial & Operational Dashboards,Provox Global Solutions,Islamabad,
Senior Power BI Developer– Financial & Operational Dashboards,Provox Global Solutions,Islamabad,
Senior Credit Analyst – MI & Reporting,Magna Foodservice Limited,Islamabad,
Senior Backend Developer,AutoScale Ventures,Islamabad,
Systems & Operations Manager,AIO App Inc,Islamabad,
IAM Security Analyst,Zones,Islamabad,
GRC Associate,AIO App Inc,Islamabad,
Sr. Oracle Developer,Sequel Technologies,Rawalpindi,
Systems Analyst,Alhazen Technologies,Islamabad,
Senior Data Engineer,NorthBay Solutions,Islamabad,
Project Coordinator,Metavystic,Islamabad,
Quality Assurance and Test Analyst,Stella Technology,Islamabad,
Sr. Business Analyst II,Pakistan Single Window,Islamabad,
Technical Product Manager,GRID Systems (PVT) Ltd.,Islamabad,
Senior .NET Engineer,Ciklum,Islamabad,
Product Analytics Partner,9D Technologies & Imagination AI,Rawalpindi,
Senior Power BI Developer– Financial & Operational Dashboards,Provox Global Solutions,Islamabad,
Senior Power BI Developer– Financial & Operational Dashboards,Provox Global Solutions,Islamabad,
Senior Credit Analyst – MI & Reporting,Magna Foodservice Limited,Islamabad,
Senior Backend Developer,AutoScale Ventures,Islamabad,
Systems & Operations Manager,AIO App Inc,Islamabad,
IAM Security Analyst,Zones,Islamabad,
GRC Associate,AIO App Inc,Islamabad,
Sr. Oracle Developer,Sequel Technologies,Rawalpindi,
Systems Analyst,Alhazen Technologies,Islamabad,
Senior Data Engineer,NorthBay Solutions,Islamabad,
Project Coordinator,Metavystic,Islamabad,
Quality Assurance and Test Analyst,Stella Technology,Islamabad,
Sr. Business Analyst II,Pakistan Single Window,Islamabad,
Technical Product Manager,GRID Systems (PVT) Ltd.,Islamabad,
Senior .NET Engineer,Ciklum,Islamabad,
Product Analytics Partner,9D Technologies & Imagination AI,Rawalpindi,
Senior Power BI Developer– Financial & Operational Dashboards,Provox Global Solutions,Islamabad,
Senior Power BI Developer– Financial & Operational Dashboards,Provox Global Solutions,Islamabad,
Senior Credit Analyst – MI & Reporting,Magna Foodservice Limited,Islamabad,
Senior Backend Developer,AutoScale Ventures,Islamabad,
Systems & Operations Manager,AIO App Inc,Islamabad,
IAM Security Analyst,Zones,Islamabad,
GRC Associate,AIO App Inc,Islamabad,
Sr. Oracle Developer,Sequel Technologies,Rawalpindi,
Systems Analyst,Alhazen Technologies,Islamabad,
Senior Data Engineer,NorthBay Solutions,Islamabad,
Project Coordinator,Metavystic,Islamabad,
Quality Assurance and Test Analyst,Stella Technology,Islamabad,
Sr. Business Analyst II,Pakistan Single Window,Islamabad,
Technical Product Manager,GRID Systems (PVT) Ltd.,Islamabad,
Senior .NET Engineer,Ciklum,Islamabad,
Product Analytics Partner,9D Technologies & Imagination AI,Rawalpindi,
Senior Power BI Developer– Financial & Operational Dashboards,Provox Global Solutions,Islamabad,
Senior Power BI Developer– Financial & Operational Dashboards,Provox Global Solutions,Islamabad,
Senior Credit Analyst – MI & Reporting,Magna Foodservice Limited,Islamabad,
Senior Backend Developer,AutoScale Ventures,Islamabad,
Systems & Operations Manager,AIO App Inc,Islamabad,
IAM Security Analyst,Zones,Islamabad,
GRC Associate,AIO App Inc,Islamabad,
Sr. Oracle Developer,Sequel Technologies,Rawalpindi,
Systems Analyst,Alhazen Technologies,Islamabad,
Senior Data Engineer,NorthBay Solutions,Islamabad,
Project Coordinator,Metavystic,Islamabad,
Quality Assurance and Test Analyst,Stella Technology,Islamabad,
Sr. Business Analyst II,Pakistan Single Window,Islamabad,
Technical Product Manager,GRID Systems (PVT) Ltd.,Islamabad,
Senior .NET Engineer,Ciklum,Islamabad,
Product Analytics Partner,9D Technologies & Imagination AI,Rawalpindi,
Senior Power BI Developer– Financial & Operational Dashboards,Provox Global Solutions,Islamabad,
Senior Power BI Developer– Financial & Operational Dashboards,Provox Global Solutions,Islamabad,
Senior Credit Analyst – MI & Reporting,Magna Foodservice Limited,Islamabad,
Senior Backend Developer,AutoScale Ventures,Islamabad,
Systems & Operations Manager,AIO App Inc,Islamabad,
IAM Security Analyst,Zones,Islamabad,
GRC Associate,AIO App Inc,Islamabad,
Sr. Oracle Developer,Sequel Technologies,Rawalpindi,
Mechanical Engineer,Engineering Sector,Lahore,
Mechanical Engineer,Nova Med Pharmaceutical Pvt Ltd.,Lahore,
Quality Engineer (Mechanical),Byonyks Pvt Ltd,Lahore,
Mechanical Engineer,Pakistan Chain Center,Lahore,
Project Engineer,Avanceon MEA,Lahore,
Production Engineer,Interwood Mobel,Lahore,
Production Engineer,Interwood Mobel,Lahore,
Mechanical Engineer ( Plastic Injection Molding of Automotive Parts),TECHMEN,Lahore,
Production Engineer – P2 (Injection Molding),Haier,Lahore,
Material Engineer,Zameen Media Pvt. Ltd.,Lahore,
MEP Engineer,Pakistan Children's Heart Foundation,Lahore,
Site Engineer/ Supervisor,GT Trading & Engineering,Lahore,
Mechanical Engineer (Elevators & Escalators),Milano,Lahore,
MEP Site Engineer,Zameen Media Pvt. Ltd.,Lahore,
Service Engineer / Service Technician (Electrical / Mechanical),TECHNOVISION PVT LTD,Lahore,
Assistant Manager Mechanical Design,Zameen Media Pvt. Ltd.,Lahore,
MEP Site Engineer,Zameen Media Pvt. Ltd.,Lahore,
BMS Engineer,Delta International PK,Lahore,
Jr. Engineer Reliability,Bureau Veritas,Lahore,
Instrumentation Engineer,Avanceon MEA,Lahore,
Fire Protection Design Engineer,AAW Group,Lahore,
Engineer Reliability,Bureau Veritas,Lahore,
Engineer Reliability,Bureau Veritas,Lahore,
Fire Protection Project & Commissioning Engineer,AAW Group,Lahore,
Structural Engineers,Rukan Saqi Trading EST,Lahore,
Senior Design Architect / Senior Design Engineer,SWITZEL INTERNATIONAL,Lahore,
Solar Resident Engineer,PITCO,Lahore,
Female Civil Engineer,Rukan Saqib Trading EST,Lahore,
Female Civil Engineer,Rukan Saqi Trading EST,Lahore,
Site Engineer/ Supervisor,GT Trading & Engineering,Lahore,
Assistant Manager Mechanical Design,Zameen Media Pvt. Ltd.,Lahore,
Service Engineer / Service Technician (Electrical / Mechanical),TECHNOVISION PVT LTD,Lahore,
MEP Site Engineer,Zameen Media Pvt. Ltd.,Lahore,
BMS Engineer,Delta International PK,Lahore,
BMS Engineer,Delta International PK,Lahore,
Jr. Engineer Reliability,Bureau Veritas,Lahore,
Instrumentation Engineer,Avanceon MEA,Lahore,
Fire Protection Design Engineer,AAW Group,Lahore,
Engineer Reliability,Bureau Veritas,Lahore,
Fire Protection Project & Commissioning Engineer,AAW Group,Lahore,
Structural Engineers,Rukan Saqi Trading EST,Lahore,
Senior Design Architect / Senior Design Engineer,SWITZEL INTERNATIONAL,Lahore,
Solar Resident Engineer,PITCO,Lahore,
Female Civil Engineer,Rukan Saqib Trading EST,Lahore,
Female Civil Engineer,Rukan Saqi Trading EST,Lahore,
Site Engineer/ Supervisor,GT Trading & Engineering,Lahore,
Assistant Manager Mechanical Design,Zameen Media Pvt. Ltd.,Lahore,
Service Engineer / Service Technician (Electrical / Mechanical),TECHNOVISION PVT LTD,Lahore,
MEP Site Engineer,Zameen Media Pvt. Ltd.,Lahore,
BMS Engineer,Delta International PK,Lahore,
BMS Engineer,Delta International PK,Lahore,
Jr. Engineer Reliability,Bureau Veritas,Lahore,
Instrumentation Engineer,Avanceon MEA,Lahore,
Fire Protection Design Engineer,AAW Group,Lahore,
Engineer Reliability,Bureau Veritas,Lahore,
Fire Protection Project & Commissioning Engineer,AAW Group,Lahore,
Structural Engineers,Rukan Saqi Trading EST,Lahore,
Senior Design Architect / Senior Design Engineer,SWITZEL INTERNATIONAL,Lahore,
Solar Resident Engineer,PITCO,Lahore,
Female Civil Engineer,Rukan Saqib Trading EST,Lahore,
Female Civil Engineer,Rukan Saqi Trading EST,Lahore,
Site Engineer/ Supervisor,GT Trading & Engineering,Lahore,
Assistant Manager Mechanical Design,Zameen Media Pvt. Ltd.,Lahore,
Service Engineer / Service Technician (Electrical / Mechanical),TECHNOVISION PVT LTD,Lahore,
MEP Site Engineer,Zameen Media Pvt. Ltd.,Lahore,
BMS Engineer,Delta International PK,Lahore,
BMS Engineer,Delta International PK,Lahore,
Jr. Engineer Reliability,Bureau Veritas,Lahore,
Instrumentation Engineer,Avanceon MEA,Lahore,
Fire Protection Design Engineer,AAW Group,Lahore,
Engineer Reliability,Bureau Veritas,Lahore,
Fire Protection Project & Commissioning Engineer,AAW Group,Lahore,
Structural Engineers,Rukan Saqi Trading EST,Lahore,
Senior Design Architect / Senior Design Engineer,SWITZEL INTERNATIONAL,Lahore,
Solar Resident Engineer,PITCO,Lahore,
Female Civil Engineer,Rukan Saqib Trading EST,Lahore,
Female Civil Engineer,Rukan Saqi Trading EST,Lahore,
Site Engineer/ Supervisor,GT Trading & Engineering,Lahore,
Assistant Manager Mechanical Design,Zameen Media Pvt. Ltd.,Lahore,
Service Engineer / Service Technician (Electrical / Mechanical),TECHNOVISION PVT LTD,Lahore,
MEP Site Engineer,Zameen Media Pvt. Ltd.,Lahore,
BMS Engineer,Delta International PK,Lahore,
BMS Engineer,Delta International PK,Lahore,
Jr. Engineer Reliability,Bureau Veritas,Lahore,
Instrumentation Engineer,Avanceon MEA,Lahore,
Fire Protection Design Engineer,AAW Group,Lahore,
Engineer Reliability,Bureau Veritas,Lahore,
Fire Protection Project & Commissioning Engineer,AAW Group,Lahore,
Structural Engineers,Rukan Saqi Trading EST,Lahore,
Senior Design Architect / Senior Design Engineer,SWITZEL INTERNATIONAL,Lahore,
Solar Resident Engineer,PITCO,Lahore,
Female Civil Engineer,Rukan Saqib Trading EST,Lahore,
Female Civil Engineer,Rukan Saqi Trading EST,Lahore,
Site Engineer/ Supervisor,GT Trading & Engineering,Lahore,
Assistant Manager Mechanical Design,Zameen Media Pvt. Ltd.,Lahore,
Service Engineer / Service Technician (Electrical / Mechanical),TECHNOVISION PVT LTD,Lahore,
MEP Site Engineer,Zameen Media Pvt. Ltd.,Lahore,
BMS Engineer,Delta International PK,Lahore,
BMS Engineer,Delta International PK,Lahore,
Jr. Engineer Reliability,Bureau Veritas,Lahore,
Instrumentation Engineer,Avanceon MEA,Lahore,
Fire Protection Design Engineer,AAW Group,Lahore,
Engineer Reliability,Bureau Veritas,Lahore,
Fire Protection Project & Commissioning Engineer,AAW Group,Lahore,
Structural Engineers,Rukan Saqi Trading EST,Lahore,
Senior Design Architect / Senior Design Engineer,SWITZEL INTERNATIONAL,Lahore,
Solar Resident Engineer,PITCO,Lahore,
Female Civil Engineer,Rukan Saqib Trading EST,Lahore,
Female Civil Engineer,Rukan Saqi Trading EST,Lahore,
Site Engineer/ Supervisor,GT Trading & Engineering,Lahore,
Assistant Manager Mechanical Design,Zameen Media Pvt. Ltd.,Lahore,
Service Engineer / Service Technician (Electrical / Mechanical),TECHNOVISION PVT LTD,Lahore,
MEP Site Engineer,Zameen Media Pvt. Ltd.,Lahore,
BMS Engineer,Delta International PK,Lahore,
BMS Engineer,Delta International PK,Lahore,
Jr. Engineer Reliability,Bureau Veritas,Lahore,
Instrumentation Engineer,Avanceon MEA,Lahore,
Fire Protection Design Engineer,AAW Group,Lahore,
Engineer Reliability,Bureau Veritas,Lahore,
Fire Protection Project & Commissioning Engineer,AAW Group,Lahore,
Structural Engineers,Rukan Saqi Trading EST,Lahore,
Senior Design Architect / Senior Design Engineer,SWITZEL INTERNATIONAL,Lahore,
Solar Resident Engineer,PITCO,Lahore,
Female Civil Engineer,Rukan Saqib Trading EST,Lahore,
Female Civil Engineer,Rukan Saqi Trading EST,Lahore,
Site Engineer/ Supervisor,GT Trading & Engineering,Lahore,
Assistant Manager Mechanical Design,Zameen Media Pvt. Ltd.,Lahore,
Service Engineer / Service Technician (Electrical / Mechanical),TECHNOVISION PVT LTD,Lahore,
MEP Site Engineer,Zameen Media Pvt. Ltd.,Lahore,
BMS Engineer,Delta International PK,Lahore,
Jr. Engineer Reliability,Bureau Veritas,Lahore,
Instrumentation Engineer,Avanceon MEA,Lahore,
Fire Protection Design Engineer,AAW Group,Lahore,
Fire Protection Project & Commissioning Engineer,AAW Group,Lahore,
Engineer Reliability,Bureau Veritas,Lahore,
Structural Engineers,Rukan Saqi Trading EST,Lahore,
Senior Design Architect / Senior Design Engineer,SWITZEL INTERNATIONAL,Lahore,
Solar Resident Engineer,PITCO,Lahore,
Female Civil Engineer,Rukan Saqi Trading EST,Lahore,
Female Civil Engineer,Rukan Saqi Trading EST,Lahore,
Female Civil Engineer,Rukan Saqib Trading EST,Lahore,
Site Engineer/ Supervisor,GT Trading & Engineering,Lahore,
Assistant Manager Mechanical Design,Zameen Media Pvt. Ltd.,Lahore,
Service Engineer / Service Technician (Electrical / Mechanical),TECHNOVISION PVT LTD,Lahore,
MEP Site Engineer,Zameen Media Pvt. Ltd.,Lahore,
BMS Engineer,Delta International PK,Lahore,
BMS Engineer,Delta International PK,Lahore,
Jr. Engineer Reliability,Bureau Veritas,Lahore,
Instrumentation Engineer,Avanceon MEA,Lahore,
Fire Protection Design Engineer,AAW Group,Lahore,
Engineer Reliability,Bureau Veritas,Lahore,
Fire Protection Project & Commissioning Engineer,AAW Group,Lahore,
Structural Engineers,Rukan Saqi Trading EST,Lahore,
Senior Design Architect / Senior Design Engineer,SWITZEL INTERNATIONAL,Lahore,
Solar Resident Engineer,PITCO,Lahore,
Female Civil Engineer,Rukan Saqib Trading EST,Lahore,
Female Civil Engineer,Rukan Saqi Trading EST,Lahore,
Trainee Engineer-R&D (Mechanical),"Quality Vertex Integrated System Engineering Pvt,...",Karachi,
Assistant Mechanical Engineer (Firefighting),MEP Solutions,Karachi,
Assistant Mechanical Engineer,MEP Solutions,Karachi,
Trainee Design Engineer - Mechanical,MTMS Engineering Pvt LTD,Karachi,
Mechanical Engineer,Wärtsilä,Karachi,
Trainee Engineer (Mechanical),Exide Pakistan Limited,Karachi,
Mechanical Design Engineer,"Quality Vertex Integrated System Engineering Pvt,...",Karachi,
QAQC Engineer (Mechanical),MEP Solutions,Karachi,
Project Engineer,Recruitech Solutions.,Karachi,
Project Engineer,Recruitech Solutions.,Karachi,
Project Engineer,Avery Dennison,Karachi,
Electro-Mechanical Engineer,KAAB International,Karachi,
Sr. Mechanical Engineer,Square One Mall,Karachi,
Project Engineer,Syngenta Crop Protection,Karachi,
Trainee Design Engineer,MTMS Engineering Pvt LTD,Karachi,
Junior Electrical Design Engineer,Welumech Consultants Pvt Ltd.,Karachi,
Trainee Design Engineer,MTMS Engineering Pvt LTD,Karachi,
Junior Electrical Design Engineer,Welumech Consultants Pvt Ltd.,Karachi,
Junior Electrical Design Engineer,Welumech Consultants Pvt Ltd.,Karachi,
Design Engineer,Automobile Corporation of Pakistan,Karachi,
Import/Export Executive (Mechanical Engineer),Meraj limited,Korangi,
Shift Engineer - Production,Exide Pakistan Limited,Karachi,
Production Engineer(KHI),Exide Pakistan Limited,Karachi,
FEMALE Mechanical Design Engineers (Fresh & Mid-Level),S. Mehboob & Co.,Karachi Clifton,
Job Vacancy: Trainee Engineer (Male-Female BOTH),Cosmos Engineering,New Karachi,
Solar Design Engineer,Synergy Corporation,Karachi,
O&M Engineer,Goldwind Science&Technology Co.,Karachi,
Automobile Engineer – Heavy Earth Moving Machinery (HEMM),Al-Muqeet Human Resources,Karachi,
BMS Engineer,Delta International PK,Karachi,
SR. SOLAR DESIGN ENGINEER (Post Sales),Optimum Advisory,Korangi,
Senior Structural Design Engineer,Velosi,Karachi,
Assistant Manager Development,Simcoe IT,Karachi,
Trainee Design Engineer,MTMS Engineering Pvt LTD,Karachi,
Junior Electrical Design Engineer,Welumech Consultants Pvt Ltd.,Karachi,
Junior Electrical Design Engineer,Welumech Consultants Pvt Ltd.,Karachi,
Design Engineer,Automobile Corporation of Pakistan,Karachi,
Import/Export Executive (Mechanical Engineer),Meraj limited,Korangi,
Shift Engineer - Production,Exide Pakistan Limited,Karachi,
Production Engineer(KHI),Exide Pakistan Limited,Karachi,
FEMALE Mechanical Design Engineers (Fresh & Mid-Level),S. Mehboob & Co.,Karachi Clifton,
Job Vacancy: Trainee Engineer (Male-Female BOTH),Cosmos Engineering,New Karachi,
Solar Design Engineer,Synergy Corporation,Karachi,
O&M Engineer,Goldwind Science&Technology Co.,Karachi,
Automobile Engineer – Heavy Earth Moving Machinery (HEMM),Al-Muqeet Human Resources,Karachi,
BMS Engineer,Delta International PK,Karachi,
SR. SOLAR DESIGN ENGINEER (Post Sales),Optimum Advisory,Korangi,
Senior Structural Design Engineer,Velosi,Karachi,
Assistant Manager Development,Simcoe IT,Karachi,
Trainee Design Engineer,MTMS Engineering Pvt LTD,Karachi,
Junior Electrical Design Engineer,Welumech Consultants Pvt Ltd.,Karachi,
Junior Electrical Design Engineer,Welumech Consultants Pvt Ltd.,Karachi,
Design Engineer,Automobile Corporation of Pakistan,Karachi,
Import/Export Executive (Mechanical Engineer),Meraj limited,Korangi,
Shift Engineer - Production,Exide Pakistan Limited,Karachi,
Production Engineer(KHI),Exide Pakistan Limited,Karachi,
FEMALE Mechanical Design Engineers (Fresh & Mid-Level),S. Mehboob & Co.,Karachi Clifton,
Job Vacancy: Trainee Engineer (Male-Female BOTH),Cosmos Engineering,New Karachi,
Solar Design Engineer,Synergy Corporation,Karachi,
O&M Engineer,Goldwind Science&Technology Co.,Karachi,
Automobile Engineer – Heavy Earth Moving Machinery (HEMM),Al-Muqeet Human Resources,Karachi,
BMS Engineer,Delta International PK,Karachi,
SR. SOLAR DESIGN ENGINEER (Post Sales),Optimum Advisory,Korangi,
Senior Structural Design Engineer,Velosi,Karachi,
Assistant Manager Development,Simcoe IT,Karachi,
Trainee Design Engineer,MTMS Engineering Pvt LTD,Karachi,
Junior Electrical Design Engineer,Welumech Consultants Pvt Ltd.,Karachi,
